Freebase_ID	Year_of_Birth	Name	Place_of_Birth
#9202a8c04000641f800000000043ad49	1863-04-17	Augustus Edward Hough Love	Weston-super-Mare
#9202a8c04000641f800000000005e7a0	1887-12-22	Srinivasa Ramanujan	Erode
#9202a8c04000641f800000000032f1fb	1912-04-25	Donald C. Spencer	Boulder
#9202a8c04000641f8000000000542603	1900-12-17	Mary Cartwright	Aynho
#9202a8c04000641f80000000005b1605	1899-06-01	Edward Charles Titchmarsh	Newbury
#9202a8c04000641f8000000000c6d9f9	1903-02-04	Alexander Oppenheim	Salford
#9202a8c04000641f8000000000d55f3f	1915-10-27	Robert Alexander Rankin	Garlieston
#9202a8c04000641f8000000000221dd7	1916-12-09	I. J. Good	London
#9202a8c04000641f800000001e790682		Edward Linfoot	Sheffield
#9202a8c04000641f8000000013a3af7d	1934	Lesley Sibner	
#9202a8c04000641f8000000008ed4fa3	1918-02-13	Murray H. Protter	Brooklyn
#9202a8c04000641f800000001735c0aa		Enrico Arbarello	
#9202a8c04000641f800000000056711e	1748-05-24	Christian Ehrenfried Weigel	Stralsund
#9202a8c04000641f80000000001919a0	1818-11-07	Emil du Bois-Reymond	Berlin
#9202a8c04000641f8000000005bf5b56	1810-11-09	Friedrich Bidder	Livonia
#9202a8c04000641f8000000000157cdd	1898-07-29	Isidor Isaac Rabi	Rymanów
#9202a8c04000641f80000000002a7fad	1902-07-22	Francis Bitter	Weehawken
#9202a8c04000641f8000000000924aee	1904-03-10	Ralph Kronig	Dresden
#9202a8c04000641f800000000004a646	1839-02-11	J. Willard Gibbs	New Haven
#9202a8c04000641f8000000000127365	1889-02-07	Harry Nyquist	
#9202a8c04000641f8000000006b6e980	1884-10-13	Leigh Page	New Jersey
#9202a8c04000641f8000000000c12bfc	1890-05-30	John Stuart Foster	Clarence, Nova Scotia
#9202a8c04000641f80000000001fe9b0	1913-09-02	Israel Gelfand	Odessa
#9202a8c04000641f80000000002204c9	1948-11-02	Leonid Levin	Dnipropetrovsk
#9202a8c04000641f80000000005c8f64	1935-09-21	Yakov G. Sinai	Moscow
#9202a8c04000641f80000000007d7a17	1934-10-12	Albert Shiryaev	Shchyolkovo
#9202a8c04000641f8000000000ea7099	1929-12-15	Yuri Vasilevich Prokhorov	Moscow
#9202a8c04000641f8000000006b69858	1931-06-25	Anatoli Georgievich Vitushkin	Moscow
#9202a8c04000641f8000000000634eee	1942-05-08	Per Martin-Löf	
#9202a8c04000641f8000000016f0f209		Andrei Monin	Moscow
#9202a8c04000641f8000000016f06da5	1918-05-05	Alexander Obukhov	Saratov
#9202a8c04000641f80000000174fd510		Akiva Yaglom	Kharkiv
#9202a8c04000641f800000000001b060	1927-07-10	Grigory Barenblatt	
#9202a8c04000641f800000000098f932	1905-04-30	Sergey Nikolskii	Perm
#9202a8c04000641f800000000003fa17	1937-06-12	Vladimir Arnold	Odessa
#9202a8c04000641f8000000000b3fbe5	1906-10-24	Alexander Gelfond	Saint Petersburg
#9202a8c04000641f8000000009435e75	1927-10-27	Mikhail Postnikov	Shatura
#9202a8c04000641f800000000071c501	1936-11-30	Dmitri Victorovich Anosov	Moscow
#9202a8c04000641f800000001e3d0401	1927-02-04	Revaz Gamkrelidze	Kutaisi
#9202a8c04000641f800000000020c68a	1908-10-06	Sergei Lvovich Sobolev	Saint Petersburg
#9202a8c04000641f8000000000bb9036	1934-03-23	Ludvig Faddeev	Saint Petersburg
#9202a8c04000641f800000000083e2ff	1902-09-16	Mildred Harnack	Milwaukee
#9202a8c04000641f80000000047cef97	1928-02-23	Michael Tinkham	
#9202a8c04000641f8000000007b80a63	1792-02-20	Eliza Courtney	Aix-en-Provence
#9202a8c04000641f800000000017fb3f	1790-05-21	William Cavendish, 6th Duke of Devonshire	Paris
#9202a8c04000641f800000000cfe7cb5	1785-08-29	Harriet Cavendish Leveson-Gower	
#9202a8c04000641f800000000017fb34	1748-12-14	William Cavendish, 5th Duke of Devonshire	London
#9202a8c04000641f80000000000e547e	1757-06-07	Georgiana Cavendish, Duchess of Devonshire	Althorp
#9202a8c04000641f800000000047b0d5	1806-05-21	Harriet Sutherland-Leveson-Gower, Duchess of Sutherland	London
#9202a8c04000641f8000000005746110	1809-12-23	Edward Howard, 1st Baron Lanerton	
#9202a8c04000641f800000000027a537	1748-05-28	Frederick Howard, 5th Earl of Carlisle	
#9202a8c04000641f80000000011c94b7	1896-07-27	Bridget Monckton, 11th Lady Ruthven of Freeland	
#9202a8c04000641f8000000013a41468	1923-02-21	Charles Howard, 12th Earl of Carlisle	
#9202a8c04000641f800000000050395c	1700-05-07	Gerard van Swieten	Leiden
#9202a8c04000641f80000000000c857f	1822-12-24	Matthew Arnold	
#9202a8c04000641f8000000000eaf55f	1828	William Delafield Arnold	
#9202a8c04000641f80000000001610ee	1926-09-15	Jean-Pierre Serre	Pyrénées-Orientales
#9202a8c04000641f80000000001ffc39	1909-02-11	Claude Chevalley	Johannesburg
#9202a8c04000641f800000000087b2b3	1957	Éva Tardos	Hungary
#9202a8c04000641f80000000006d4e5c	1919-04-24	David Blackwell	Centralia
#9202a8c04000641f80000000001d18ae	1916-03-03	Paul Halmos	Budapest
#9202a8c04000641f8000000000a9dd6f	1914-10-25	Warren Ambrose	
#9202a8c04000641f80000000076a65b3	1796-08-28	Irénée-Jules Bienaymé	Paris
#9202a8c04000641f80000000003ec289	1796-06-14	Nikolai Brashman	Brno
#9202a8c04000641f800000000007ae31	1857-06-06	Aleksandr Lyapunov	Yaroslavl
#9202a8c04000641f800000001cd84bfb		Naum Meiman	Baranovichi
#9202a8c04000641f800000000046f2f9	1907-04-03	Mark Grigoryevich Krein	Kiev
#9202a8c04000641f800000000038ebe8	1912-08-04	Aleksandr Danilovich Aleksandrov	
#9202a8c04000641f800000000042a193	1923-06-03	Igor Shafarevich	Zhytomyr
#9202a8c04000641f8000000005792632	1921-03-06	Isaak Yaglom	Kharkiv
#9202a8c04000641f800000001dcf1061		Boris Levitan	Berdiansk
#9202a8c04000641f800000001dbeb4b9		Olaus Henrici	Meldorf
#9202a8c04000641f800000000034784a	1891-05-20	Earl Browder	Wichita
#9202a8c04000641f8000000006b2975f		John Coleman Moore	
#9202a8c04000641f80000000083a9369	1946	Sylvain Cappell	Belgium
#9202a8c04000641f8000000000816848	1946	George Lusztig	Timişoara
#9202a8c04000641f8000000000303814	1951-04-21	Michael Freedman	Los Angeles
#9202a8c04000641f80000000045f75fa	1941	Dennis Sullivan	Port Huron
#9202a8c04000641f8000000004827d26	1871	Vladimir Andreevich Markov	
#9202a8c04000641f8000000006c211f1	1903-09-22	Andrey Markov	
#9202a8c04000641f8000000000222040	1891-01-24	Abram Samoilovitch Besicovitch	Berdiansk
#9202a8c04000641f80000000055a77d6	1869-03-10	Veniamin Kagan	Šiauliai
#9202a8c04000641f8000000004645f16	1906-11-06	Emma Lehmer	Samara
#9202a8c04000641f8000000006b56f90	1867-07-27	Derrick Norman Lehmer	Somerset
#9202a8c04000641f8000000000770d82	1921-08-13	D. D. Wall	Kansas City
#9202a8c04000641f800000000035a841	1939-08-06	Harold Stark	Los Angeles
#9202a8c04000641f80000000006d1320	1923	Tom M. Apostol	Helper
#9202a8c04000641f80000000006c831b	1930-01-09	Jack Schwartz	New York City
#9202a8c04000641f800000001e16a702	1933-06-28	Morris Hirsch	Chicago
#9202a8c04000641f80000000055947bc	1961-12-10	Oded Schramm	Jerusalem
#9202a8c04000641f8000000000dbd835		David Gabai	
#9202a8c04000641f800000001e15fd40	1967	Benson Farb	
#9202a8c04000641f800000000aa09878	1965-06-10	Susanne Albers	Georgsmarienhütte
#9202a8c04000641f8000000000401289	1928-05-23	Ioan James	Croydon
#9202a8c04000641f80000000093ee1b9	1935-01-04	Ronald Brown	London
#9202a8c04000641f8000000000061e25	1921-08-23	Kenneth Arrow	New York City
#9202a8c04000641f80000000001be7d5	1922-04-01	Alan Perlis	Pittsburgh
#9202a8c04000641f800000000927df67	1918-12-22	Edwin E. Moise	New Orleans
#9202a8c04000641f8000000012e43fb5	1915	Robert Sorgenfrey	
#9202a8c04000641f800000000aa0c439	1891	John Robert Kline	Quakertown
#9202a8c04000641f8000000000d9d746		Martin Hyland	
#9202a8c04000641f8000000000744497	1915-01-21	André Lichnerowicz	Bourbon-l'Archambault
#9202a8c04000641f80000000045c3a42	1920-10-24	Marcel-Paul Schützenberger	Paris
#9202a8c04000641f800000000093cc65	1855-09-27	Paul Émile Appell	Strasbourg
#9202a8c04000641f800000000041a782	1906-07-01	Jean Dieudonné	Lille
#9202a8c04000641f8000000008bdfe1f	1891-03-30	Mieczysław Biernacki	Lublin
#9202a8c04000641f8000000004721941	1903-08-27	Miron Nicolescu	Giurgiu
#9202a8c04000641f80000000001d0298	1915-03-05	Laurent Schwartz	Paris
#9202a8c04000641f80000000157facb0	1912-06-01	Jean Kuntzmann	Pont-à-Mousson
#9202a8c04000641f80000000087bc0da	1825-10-24	Carl Anton Bjerknes	Oslo
#9202a8c04000641f800000000c2c2dd0	1849	Elling Bolt Holst	
#9202a8c04000641f800000000056fee0	1935-09-25	Adrien Douady	La Tronche
#9202a8c04000641f80000000003d4570	1921	Roger Godement	Le Havre
#9202a8c04000641f8000000017e56007	1916	Jacques Deny	Algiers
#9202a8c04000641f800000000961a2e4		Jean-Paul Benzécri	
#9202a8c04000641f8000000000c27d59	1921-01-03	Jean-Louis Koszul	Strasbourg
#9202a8c04000641f8000000000afc8fe	1919-05-12	Wu Wenjun	Shanghai
#9202a8c04000641f8000000009d393f7	1920-11-12	Georges Reeb	Saverne
#9202a8c04000641f80000000047355f5	1932	Valentin Poénaru	Bucharest
#9202a8c04000641f8000000009ef95d5	1929-05-22	André Haefliger	Nyon
#9202a8c04000641f80000000003d9a54	1823-10-21	Enrico Betti	Pistoia
#9202a8c04000641f80000000001bf2b6	1939-02-14	Eugene Fama	Boston
#9202a8c04000641f8000000000bcd946	1928-01-27	Leo Breiman	New York City
#9202a8c04000641f8000000000ad38a6	1929-04-21	Emanuel Parzen	New York City
#9202a8c04000641f8000000008ec0117	1940	Jean Serra	Algeria
#9202a8c04000641f8000000000184b04	1917-01-25	Ilya Prigogine	Moscow
#9202a8c04000641f80000000004fe5ea	1852-03-09	Constantin Le Paige	Liège
#9202a8c04000641f8000000000478b50	1874-04-01	Ernest William Barnes	Birmingham
#9202a8c04000641f80000000001b5b9d	1907-10-22	Sarvadaman Chowla	London
#9202a8c04000641f80000000003e213a	1907-10-30	Harold Davenport	Huncoat
#9202a8c04000641f8000000000c81fee	1900-04-03	Albert Ingham	Northampton
#9202a8c04000641f8000000000218d91	1944-10-03	Pierre Deligne	Brussels
#9202a8c04000641f8000000004645c35	1955-03-17	Nicholas Shepherd-Barron	
#9202a8c04000641f800000000001b5f4	1914-11-08	George Dantzig	Portland
#9202a8c04000641f8000000007b825bf	1917-11-20	Erich Leo Lehmann	
#9202a8c04000641f800000001ce267ce	1922-04-10	Joseph Lawson Hodges, Jr.	Louisiana
#9202a8c04000641f80000000007c6d22	1924-11-18	Lucien le Cam	Creuse
#9202a8c04000641f800000000571437e		Siemion Fajtlowicz	Poland
#9202a8c04000641f8000000004828c5d	1947-10-09	Henryk Iwaniec	Elbląg
#9202a8c04000641f8000000008208cfe		Arthur E. Bryson	
#9202a8c04000641f8000000008be49dd	1938-03-28	Rangasami L. Kashyap	
#9202a8c04000641f8000000005b2c3a0	1683-09-19	Lorenz Heister	Frankfurt
#9202a8c04000641f8000000013a29526	1744-01-21	Lorenz Florenz Friedrich von Crell	Helmstedt
#9202a8c04000641f80000000047ffe4e	1742-04-13	August Gottlieb Richter	Zörbig
#9202a8c04000641f8000000007b6fed7	1739-06-20	Heinrich August Wrisberg	Sankt Andreasberg
#9202a8c04000641f80000000002bed25	1911-08-09	William Alfred Fowler	Pittsburgh
#9202a8c04000641f8000000000962368	1928-06-23	Klaus von Dohnanyi	Weimar Republic
#9202a8c04000641f8000000000f10658	1960-12-02	Justus von Dohnányi	Lübeck
#9202a8c04000641f800000000fbf86a7		Amalie Klötzer	
#9202a8c04000641f800000000fbf86ae	1763-01-27	Gottfried Christoph Härtel	Schneeberg
#9202a8c04000641f800000000fbf840a	1829	Anna Eleonore Cauer	
#9202a8c04000641f8000000000592e9d	1855-05-15	Leopold Graf von Kalckreuth	Düsseldorf
#9202a8c04000641f8000000000eceb9a	1917-07-14	Patrick Alfred Pierce Moran	Kings Cross, New South Wales
#9202a8c04000641f800000000092f70f	1905-11-09	Abraham Adrian Albert	Chicago
#9202a8c04000641f80000000009fdc05	1931	Herbert Wilf	Philadelphia
#9202a8c04000641f8000000014f553cc	1922-11-09	Richard Lashof	Philadelphia
#9202a8c04000641f800000000038178d	1917-11-20	Leonard Jimmie Savage	
#9202a8c04000641f800000001e7aaba2	1922-11-28	Meyer Jerison	Białystok
#9202a8c04000641f800000000026c6fb	1934-09-04	Clive Granger	Swansea
#9202a8c04000641f800000000bb62401		Mary Boas	
#9202a8c04000641f80000000057b95b6	1954-06-26	Harold P. Boas	
#9202a8c04000641f80000000009f15b8	1923	Philip J. Davis	Lawrence
#9202a8c04000641f8000000006f60921		Astrid Golomb	
#9202a8c04000641f80000000206657c2		Ida Freundlich Rosten	
#9202a8c04000641f80000000206657c9		Samuel C. Rosten	
#9202a8c04000641f800000000012c64d	1857-07-30	Thorstein Veblen	Cato
#9202a8c04000641f80000000001eebd0	1897-03-24	Theodora Kroeber	Hoboken
#9202a8c04000641f8000000020689b48		Henrietta Rothschild	
#9202a8c04000641f800000000003ec41	1929-10-21	Ursula K. Le Guin	Berkeley
#9202a8c04000641f8000000004818d8e	1926	Karl Kroeber	
#9202a8c04000641f80000000054d9a55		Clifton Kroeber	
#9202a8c04000641f80000000000094e6	1897-04-24	Benjamin Whorf	Winthrop
#9202a8c04000641f8000000000023729	1912-06-09	Kenneth L. Pike	Woodstock
#9202a8c04000641f80000000004af60c	1902-08-20	Li Fanggui	Guangzhou
#9202a8c04000641f80000000004c0763	1910-01-12	Mary Haas	Richmond
#9202a8c04000641f80000000005e0d97	1904-09-06	Harry Hoijer	
#9202a8c04000641f80000000001451e3	1909-01-22	Morris Swadesh	Holyoke
#9202a8c04000641f80000000046d6f94	1894-09-29	Dorothy Nyswander	
#9202a8c04000641f80000000003123c3	1923-02-01	Eric Wolf	Vienna
#9202a8c04000641f8000000000acfb2f	1926	Roy Rappaport	
#9202a8c04000641f8000000008048751	1922-01-04	Stanley Diamond	
#9202a8c04000641f800000000bc7df7b	1913	Robert Manners	
#9202a8c04000641f800000000461bbfe	1923-03-21	Morton Fried	The Bronx
#9202a8c04000641f8000000004739cea	1924-03-03	Robert F. Murphy	Far Rockaway
#9202a8c04000641f800000000544837e		Caroline Kerouac	
#9202a8c04000641f8000000005448a8e		Dorothée Lévesque	
#9202a8c04000641f8000000005448a7b		Louis Lévesque	
#9202a8c04000641f8000000005448a82		Joséphine Jean	
#9202a8c04000641f800000000017a2cb	1938-03-15	Dick Higgins	Cambridge
#9202a8c04000641f800000000011965a	1932-07-20	Nam June Paik	Seoul
#9202a8c04000641f8000000020656f4c		Billie Hutching	
#9202a8c04000641f800000001de32e87	1936-12	Keisuke Ono	
#9202a8c04000641f8000000008d5f749	1933-02-04	Toshi Ichiyanagi	
#9202a8c04000641f800000001de32970		Yeisuke Ono	
#9202a8c04000641f800000001de32976		Isoko Ono	
#9202a8c04000641f8000000003331715	1975-10-09	Sean Lennon	New York
#9202a8c04000641f800000000060adfb	1963-08-03	Kyoko Chan Cox	Tokyo
#9202a8c04000641f80000000000abdc7	1898-06-05	Federico García Lorca	Fuente Vaqueros
#9202a8c04000641f8000000000076230	1890-08-27	Man Ray	Philadelphia
#9202a8c04000641f80000000001ef134	1894-09-07	Gala Dalí	Kazan
#9202a8c04000641f800000001a117e24		Hollis Melton-Mekas	
#9202a8c04000641f8000000000088558	1942-08-01	Jerry Garcia	San Francisco
#9202a8c04000641f8000000020663834		Gerald Bromfield	
#9202a8c04000641f800000001731c0d2		Gerry Bromfield	
#9202a8c04000641f8000000000011fde	1962-08-28	David Fincher	Denver
#9202a8c04000641f800000001f66e72d	1994-04-25	Phelix Imogen	
#9202a8c04000641f800000002067002c		Gitanjali Kapila	
#9202a8c04000641f8000000007d015e0	1968	Bjorn Poonen	Boston
#9202a8c04000641f800000000044b6d3	1966-08-25	Noam Elkies	New York City
#9202a8c04000641f800000000db145fb	1965-10-22	Henri Darmon	Paris
#9202a8c04000641f800000000056524e	1948-12-24	Neal Koblitz	
#9202a8c04000641f800000001b6c6c50		Mark Kisin	
#9202a8c04000641f800000000075386a	1929-03-04	Peter Swerling	New York City
#9202a8c04000641f800000000013a97a	1930-07-11	Harold Bloom	New York City
#9202a8c04000641f8000000009f80159		Fannie Resier	
#9202a8c04000641f8000000009f8015f		Henry Minsky	
#9202a8c04000641f8000000009e78382		Henry Minsky	
#9202a8c04000641f8000000009e78388		Julie Minsky	
#9202a8c04000641f8000000009e7838e		Margaret Minsky	
#9202a8c04000641f80000000001c6997	1938-04-26	Manuel Blum	Caracas
#9202a8c04000641f8000000000cd01c3	1936	Bertram Raphael	New York
#9202a8c04000641f8000000000f10baf	1961	Michael Hawley	Marine Corps Base Camp Pendleton
#9202a8c04000641f8000000004603dbd		Eugene Charniak	
#9202a8c04000641f800000001efba8ca		Benjamin Kuipers	Grand Rapids
#9202a8c04000641f8000000003c19207		Argye Hillis	
#9202a8c04000641f800000000020e275		Hal Abelson	
#9202a8c04000641f8000000000037353	1928-02-29	Seymour Papert	Pretoria
#9202a8c04000641f800000000004e57b	1934-01-11	C. A. R. Hoare	Colombo
#9202a8c04000641f8000000009f80357		Maria C. Dijkstra Debets	
#9202a8c04000641f80000000003c0333	1916-11-02	Adriaan van Wijngaarden	Rotterdam
#9202a8c04000641f8000000009f8031d		Rutger M.  Dijkstra	
#9202a8c04000641f8000000009f80323		Marcus J.  Dijkstra	
#9202a8c04000641f8000000009f80329		Femke E. Dijkstra	
#9202a8c04000641f8000000000b4dd88	1953-09-12	Jan L. A. van de Snepscheut	Oosterhout
#9202a8c04000641f80000000001c5b6d	1936-01-20	Edward Feigenbaum	Weehawken
#9202a8c04000641f80000000004d2af1	1942-06-09	John Mather	
#9202a8c04000641f80000000192a0129	1938-12-08	Jon Folkman	
#9202a8c04000641f800000000b645b21		David Goss	
#9202a8c04000641f80000000005e95df	1957	Paul Vojta	
#9202a8c04000641f800000000961763d		Jordan Ellenberg	
#9202a8c04000641f8000000005a974fd	1986	Daniel Kane	Madison
#9202a8c04000641f800000001985a401	1953-11-22	Marc Culler	
#9202a8c04000641f800000000a0fe1bb		Jeanette Le Valley Newell	
#9202a8c04000641f800000000a0fe1c1		Dr. Robert R. Newell	
#9202a8c04000641f800000000001d592	1916-06-15	Herbert Simon	Milwaukee
#9202a8c04000641f800000000061da18		Stuart Card	
#9202a8c04000641f800000001c5476eb		Bonnie E. John	
#9202a8c04000641f80000000007b6c2e	1927-02-27	Peter Whittle	Wellington
#9202a8c04000641f800000000964e0ec	1935-04-25	Karl Jöreskog	Åmål
#9202a8c04000641f8000000000c1305b	1888-07-23	Fritz Carlson	Vimmerby
#9202a8c04000641f80000000001d7bcd	1924-04-24	Isadore Singer	Detroit
#9202a8c04000641f8000000000980e37	1928	Bertram Kostant	Brooklyn
#9202a8c04000641f8000000000133f04	1961-06-12	John C. Baez	San Francisco
#9202a8c04000641f800000000021315b	1932-05-04	Edward Nelson	Decatur
#9202a8c04000641f800000001734d5e6	1947-02-04	Gábor J. Székely	Budapest
#9202a8c04000641f800000001dab77ea	1929-09-11	András Prékopa	Hungary
#9202a8c04000641f80000000046a5859	1940-07-14	William Jaco	Grafton
#9202a8c04000641f8000000015343fe6	1947-11-11	Brahmarshi Subhash Patri	
#9202a8c04000641f800000001cf36c71		Sujatha Ramdorai	
#9202a8c04000641f8000000000d3bcb2	1943	James Earl Baumgartner	Wichita
#9202a8c04000641f800000000838a737	1942	Jack Silver	
#9202a8c04000641f8000000008cfeb7a	1945-05-01	Ronald Fagin	Oklahoma City
#9202a8c04000641f80000000046a0793		Yoav Freund	
#9202a8c04000641f8000000000ac57f8	1788	Charlotte Fitzalan-Howard, Duchess of Norfolk	
#9202a8c04000641f80000000004e4bb7	1815-11-07	Henry Fitzalan-Howard, 14th Duke of Norfolk	
#9202a8c04000641f8000000000a8aae5	1818-06-20	Edward Fitzalan-Howard, 1st Baron Howard of Glossop	
#9202a8c04000641f80000000002b06ac	1709-09-12	Charles Somerset, 4th Duke of Beaufort	
#9202a8c04000641f80000000002b0616	1707-03-23	Henry Scudamore, 3rd Duke of Beaufort	
#9202a8c04000641f800000000038b1db	1683-10-25	Charles FitzRoy, 2nd Duke of Grafton	
#9202a8c04000641f80000000002ae8f4	1526	William Somerset, 3rd Earl of Worcester	
#9202a8c04000641f8000000006f1eb77	1583	Lady Blanche Arundell	
#9202a8c04000641f80000000004cd1f1	1535	Henry Hastings, 3rd Earl of Huntingdon	Ashby-de-la-Zouch
#9202a8c04000641f80000000002eff59	1540	George Hastings, 4th Earl of Huntingdon	
#9202a8c04000641f8000000006c1285d	1511	Catherine Hastings, Countess of Huntingdon	
#9202a8c04000641f8000000008be8a3b	1540	Anne Dudley, Countess of Warwick	
#9202a8c04000641f8000000000083c6d	1506	Edward Seymour, 1st Duke of Somerset	
#9202a8c04000641f800000000056835d	1497	Anne Stanhope	
#9202a8c04000641f800000000062b598	1516-03-11	Henry Brandon, 1st Earl of Lincoln	
#9202a8c04000641f800000000063079e	1519	Lady Eleanor Brandon	England
#9202a8c04000641f8000000006c0d965	1535-09-18	Henry Brandon, 2nd Duke of Suffolk	
#9202a8c04000641f80000000006f5ab8	1537	Charles Brandon, 3rd Duke of Suffolk	
#9202a8c04000641f80000000001cfd72	1484	Charles Brandon, 1st Duke of Suffolk	
#9202a8c04000641f800000000008206c	1496-03-18	Mary Tudor	Richmond Palace
#9202a8c04000641f80000000003f744c	1545	Lady Mary Grey	
#9202a8c04000641f8000000008d253bb	1590	Francis Seymour, 1st Baron Seymour of Trowbridge	
#9202a8c04000641f8000000000af2ee7	1451-03-05	William Herbert, 2nd Earl of Pembroke	
#9202a8c04000641f8000000000af2cf5	1423	William Herbert, 1st Earl of Pembroke	
#9202a8c04000641f8000000000d47981	1434	Sir William Parr	
#9202a8c04000641f8000000018ea76ff		Elizabeth FitzHugh, Baroness Vaux of Harrowden	
#9202a8c04000641f800000000005ddaa	1512	Catherine Parr	London
#9202a8c04000641f80000000007c02d2	1512	William Parr, 1st Marquess of Northampton	Blackfriars
#9202a8c04000641f800000001c9d0b13	1461	Sir Thomas Green	Greens Norton
#9202a8c04000641f8000000000063690	1565-11-10	Robert Devereux, 2nd Earl of Essex	Bromyard
#9202a8c04000641f8000000000a2d2ea	1572	Richard Burke, 4th Earl of Clanricarde	
#9202a8c04000641f8000000000063c13	1532	Francis Walsingham	Chislehurst
#9202a8c04000641f8000000005ae532b		Ursula St. Barbe	
#9202a8c04000641f800000000008b264	1591-01-11	Robert Devereux, 3rd Earl of Essex	
#9202a8c04000641f8000000008621324	1599	Frances Seymour, Duchess of Somerset	London
#9202a8c04000641f80000000006b8d84	1604	Ulick Burke, 1st Marquess of Clanricarde	
#9202a8c04000641f8000000000363a10	1474	Edward Guilford	
